"","Date","Beach","Attendance","Month","Year"
"4013","08/19/2021","Midland",1886,"August","2021"
"4014","08/19/2021","South beach",2550,"August","2021"
"4015","08/19/2021","Wolfe's Pond",330,"August","2021"
"4016","08/19/2021","Cedar Grove",75,"August","2021"
"4017","08/20/2021","Orchard",10200,"August","2021"
"4018","08/20/2021","Coney Island",27000,"August","2021"
"4019","08/20/2021","Manhattan",500,"August","2021"
"4020","08/20/2021","Rockaway",3800,"August","2021"
"4021","08/20/2021","Midland",2588,"August","2021"
"4022","08/20/2021","South beach",6519,"August","2021"
"4023","08/20/2021","Wolfe's Pond",675,"August","2021"
"4024","08/20/2021","Cedar Grove",40,"August","2021"
"4025","08/21/2021","Orchard",6000,"August","2021"
"4026","08/21/2021","Coney Island",68000,"August","2021"
"4027","08/21/2021","Manhattan",900,"August","2021"
"4028","08/21/2021","Rockaway",37500,"August","2021"
"4029","08/21/2021","Midland",2450,"August","2021"
"4030","08/21/2021","South beach",3400,"August","2021"
"4031","08/21/2021","Wolfe's Pond",1700,"August","2021"
"4032","08/21/2021","Cedar Grove",95,"August","2021"
"4033","08/22/2021","Orchard",0,"August","2021"
"4034","08/22/2021","Coney Island",0,"August","2021"
"4035","08/22/2021","Manhattan",0,"August","2021"
"4036","08/22/2021","Rockaway",0,"August","2021"
"4037","08/22/2021","Midland",0,"August","2021"
"4038","08/22/2021","South beach",0,"August","2021"
"4039","08/22/2021","Wolfe's Pond",0,"August","2021"
"4040","08/22/2021","Cedar Grove",0,"August","2021"
"4041","08/23/2021","Orchard",0,"August","2021"
"4042","08/23/2021","Coney Island",0,"August","2021"
"4043","08/23/2021","Manhattan",0,"August","2021"
"4044","08/23/2021","Rockaway",0,"August","2021"
"4045","08/23/2021","Midland",0,"August","2021"
"4046","08/23/2021","South beach",0,"August","2021"
"4047","08/23/2021","Wolfe's Pond",0,"August","2021"
"4048","08/23/2021","Cedar Grove",0,"August","2021"
"4049","08/24/2021","Orchard",13000,"August","2021"
"4050","08/24/2021","Coney Island",64000,"August","2021"
"4051","08/24/2021","Manhattan",2900,"August","2021"
"4052","08/24/2021","Rockaway",83000,"August","2021"
"4053","08/24/2021","Midland",2831,"August","2021"
"4054","08/24/2021","South beach",3790,"August","2021"
"4055","08/24/2021","Wolfe's Pond",1900,"August","2021"
"4056","08/24/2021","Cedar Grove",300,"August","2021"
"4057","08/25/2021","Orchard",21500,"August","2021"
"4058","08/25/2021","Coney Island",91000,"August","2021"
"4059","08/25/2021","Manhattan",2800,"August","2021"
"4060","08/25/2021","Rockaway",65000,"August","2021"
"4061","08/25/2021","Midland",1950,"August","2021"
"4062","08/25/2021","South beach",3700,"August","2021"
"4063","08/25/2021","Wolfe's Pond",1600,"August","2021"
"4064","08/25/2021","Cedar Grove",290,"August","2021"
"4065","08/26/2021","Orchard",33500,"August","2021"
"4066","08/26/2021","Coney Island",124000,"August","2021"
"4067","08/26/2021","Manhattan",2100,"August","2021"
"4068","08/26/2021","Rockaway",128000,"August","2021"
"4069","08/26/2021","Midland",2100,"August","2021"
"4070","08/26/2021","South beach",2960,"August","2021"
"4071","08/26/2021","Wolfe's Pond",275,"August","2021"
"4072","08/26/2021","Cedar Grove",150,"August","2021"
"4073","08/27/2021","Orchard",7200,"August","2021"
"4074","08/27/2021","Coney Island",170000,"August","2021"
"4075","08/27/2021","Manhattan",1200,"August","2021"
"4076","08/27/2021","Rockaway",100000,"August","2021"
"4077","08/27/2021","Midland",2250,"August","2021"
"4078","08/27/2021","South beach",4450,"August","2021"
"4079","08/27/2021","Wolfe's Pond",250,"August","2021"
"4080","08/27/2021","Cedar Grove",150,"August","2021"
"4081","08/28/2021","Orchard",5300,"August","2021"
"4082","08/28/2021","Coney Island",5525,"August","2021"
"4083","08/28/2021","Manhattan",250,"August","2021"
"4084","08/28/2021","Rockaway",1800,"August","2021"
"4085","08/28/2021","Midland",700,"August","2021"
"4086","08/28/2021","South beach",1155,"August","2021"
"4087","08/28/2021","Wolfe's Pond",500,"August","2021"
"4088","08/28/2021","Cedar Grove",0,"August","2021"
"4089","08/29/2021","Orchard",11100,"August","2021"
"4090","08/29/2021","Coney Island",80425,"August","2021"
"4091","08/29/2021","Manhattan",300,"August","2021"
"4092","08/29/2021","Rockaway",10300,"August","2021"
"4093","08/29/2021","Midland",1215,"August","2021"
"4094","08/29/2021","South beach",1910,"August","2021"
"4095","08/29/2021","Wolfe's Pond",1400,"August","2021"
"4096","08/29/2021","Cedar Grove",10,"August","2021"
"4097","08/30/2021","Orchard",5800,"August","2021"
"4098","08/30/2021","Coney Island",24050,"August","2021"
"4099","08/30/2021","Manhattan",450,"August","2021"
"4100","08/30/2021","Rockaway",26900,"August","2021"
"4101","08/30/2021","Midland",910,"August","2021"
"4102","08/30/2021","South beach",1230,"August","2021"
"4103","08/30/2021","Wolfe's Pond",900,"August","2021"
"4104","08/30/2021","Cedar Grove",55,"August","2021"
"4105","08/31/2021","Orchard",6600,"August","2021"
"4106","08/31/2021","Coney Island",34000,"August","2021"
"4107","08/31/2021","Manhattan",750,"August","2021"
"4108","08/31/2021","Rockaway",22100,"August","2021"
"4109","08/31/2021","Midland",1240,"August","2021"
"4110","08/31/2021","South beach",1918,"August","2021"
"4111","08/31/2021","Wolfe's Pond",1000,"August","2021"
"4112","08/31/2021","Cedar Grove",125,"August","2021"
"4113","09/01/2021","Orchard",25,"September","2021"
"4114","09/01/2021","Coney Island",3000,"September","2021"
"4115","09/01/2021","Manhattan",150,"September","2021"
"4116","09/01/2021","Rockaway",1000,"September","2021"
"4117","09/01/2021","Midland",385,"September","2021"
"4118","09/01/2021","South beach",505,"September","2021"
"4119","09/01/2021","Wolfe's Pond",260,"September","2021"
"4120","09/01/2021","Cedar Grove",45,"September","2021"
"4121","09/02/2021","Orchard",2400,"September","2021"
"4122","09/02/2021","Coney Island",500,"September","2021"
"4123","09/02/2021","Manhattan",600,"September","2021"
"4124","09/02/2021","Rockaway",17000,"September","2021"
"4125","09/02/2021","Midland",255,"September","2021"
"4126","09/02/2021","South beach",666,"September","2021"
"4127","09/02/2021","Wolfe's Pond",135,"September","2021"
"4128","09/02/2021","Cedar Grove",35,"September","2021"
"4129","09/03/2021","Orchard",9450,"September","2021"
"4130","09/03/2021","Coney Island",28500,"September","2021"
"4131","09/03/2021","Manhattan",250,"September","2021"
"4132","09/03/2021","Rockaway",68000,"September","2021"
"4133","09/03/2021","Midland",985,"September","2021"
"4134","09/03/2021","South beach",1846,"September","2021"
"4135","09/03/2021","Wolfe's Pond",175,"September","2021"
"4136","09/03/2021","Cedar Grove",75,"September","2021"
"4137","09/04/2021","Orchard",48500,"September","2021"
"4138","09/04/2021","Coney Island",168500,"September","2021"
"4139","09/04/2021","Manhattan",1800,"September","2021"
"4140","09/04/2021","Rockaway",52500,"September","2021"
"4141","09/04/2021","Midland",3210,"September","2021"
"4142","09/04/2021","South beach",5800,"September","2021"
"4143","09/04/2021","Wolfe's Pond",2200,"September","2021"
"4144","09/04/2021","Cedar Grove",325,"September","2021"
"4145","09/05/2021","Orchard",51000,"September","2021"
"4146","09/05/2021","Coney Island",25500,"September","2021"
"4147","09/05/2021","Manhattan",700,"September","2021"
"4148","09/05/2021","Rockaway",6900,"September","2021"
"4149","09/05/2021","Midland",2860,"September","2021"
"4150","09/05/2021","South beach",6650,"September","2021"
"4151","09/05/2021","Wolfe's Pond",3800,"September","2021"
"4152","09/05/2021","Cedar Grove",50,"September","2021"
"4153","09/06/2021","Orchard",61000,"September","2021"
"4154","09/06/2021","Coney Island",246000,"September","2021"
"4155","09/06/2021","Manhattan",2300,"September","2021"
"4156","09/06/2021","Rockaway",124100,"September","2021"
"4157","09/06/2021","Midland",3860,"September","2021"
"4158","09/06/2021","South beach",12275,"September","2021"
"4159","09/06/2021","Wolfe's Pond",5500,"September","2021"
"4160","09/06/2021","Cedar Grove",450,"September","2021"
"4161","09/07/2021","Orchard",2550,"September","2021"
"4162","09/07/2021","Coney Island",47000,"September","2021"
"4163","09/07/2021","Manhattan",2000,"September","2021"
"4164","09/07/2021","Rockaway",25200,"September","2021"
"4165","09/07/2021","Midland",2045,"September","2021"
"4166","09/07/2021","South beach",3142,"September","2021"
"4167","09/07/2021","Wolfe's Pond",0,"September","2021"
"4168","09/07/2021","Cedar Grove",0,"September","2021"
"4169","09/08/2021","Orchard",1700,"September","2021"
"4170","09/08/2021","Coney Island",4500,"September","2021"
"4171","09/08/2021","Manhattan",350,"September","2021"
"4172","09/08/2021","Rockaway",21100,"September","2021"
"4173","09/08/2021","Midland",1040,"September","2021"
"4174","09/08/2021","South beach",1615,"September","2021"
"4175","09/08/2021","Wolfe's Pond",0,"September","2021"
"4176","09/08/2021","Cedar Grove",0,"September","2021"
"4177","09/09/2021","Orchard",250,"September","2021"
"4178","09/09/2021","Coney Island",550,"September","2021"
"4179","09/09/2021","Manhattan",200,"September","2021"
"4180","09/09/2021","Rockaway",1500,"September","2021"
"4181","09/09/2021","Midland",735,"September","2021"
"4182","09/09/2021","South beach",978,"September","2021"
"4183","09/09/2021","Wolfe's Pond",0,"September","2021"
"4184","09/09/2021","Cedar Grove",0,"September","2021"
"4185","09/10/2021","Orchard",4000,"September","2021"
"4186","09/10/2021","Coney Island",15000,"September","2021"
"4187","09/10/2021","Manhattan",350,"September","2021"
"4188","09/10/2021","Rockaway",8500,"September","2021"
"4189","09/10/2021","Midland",2082,"September","2021"
"4190","09/10/2021","South beach",3360,"September","2021"
"4191","09/10/2021","Wolfe's Pond",0,"September","2021"
"4192","09/10/2021","Cedar Grove",0,"September","2021"
"4193","09/11/2021","Orchard",35800,"September","2021"
"4194","09/11/2021","Coney Island",76000,"September","2021"
"4195","09/11/2021","Manhattan",1400,"September","2021"
"4196","09/11/2021","Rockaway",55000,"September","2021"
"4197","09/11/2021","Midland",8250,"September","2021"
"4198","09/11/2021","South beach",10475,"September","2021"
"4199","09/11/2021","Wolfe's Pond",0,"September","2021"
"4200","09/11/2021","Cedar Grove",0,"September","2021"
"4201","09/12/2021","Orchard",53500,"September","2021"
"4202","09/12/2021","Coney Island",215000,"September","2021"
"4203","09/12/2021","Manhattan",1800,"September","2021"
"4204","09/12/2021","Rockaway",105200,"September","2021"
"4205","09/12/2021","Midland",2360,"September","2021"
"4206","09/12/2021","South beach",3400,"September","2021"
"4207","09/12/2021","Wolfe's Pond",0,"September","2021"
"4208","09/12/2021","Cedar Grove",0,"September","2021"
"4209","05/28/2022","CEDAR GROVE",25,"May","2022"
"4210","05/29/2022","CEDAR GROVE",375,"May","2022"
"4211","05/30/2022","CEDAR GROVE",670,"May","2022"
"4212","05/31/2022","CEDAR GROVE",125,"May","2022"
"4213","05/28/2022","CONEY ISLAND",2500,"May","2022"
"4214","05/29/2022","CONEY ISLAND",35500,"May","2022"
"4215","05/30/2022","CONEY ISLAND",104600,"May","2022"
"4216","05/31/2022","CONEY ISLAND",46850,"May","2022"
"4217","05/28/2022","MANHATTAN",545,"May","2022"
"4218","05/29/2022","MANHATTAN",7700,"May","2022"
"4219","05/30/2022","MANHATTAN",14500,"May","2022"
"4220","05/31/2022","MANHATTAN",1250,"May","2022"
"4221","05/28/2022","MIDLAND",375,"May","2022"
"4222","05/29/2022","MIDLAND",4100,"May","2022"
"4223","05/30/2022","MIDLAND",8500,"May","2022"
"4224","05/31/2022","MIDLAND",750,"May","2022"
"4225","05/28/2022","ORCHARD",1050,"May","2022"
"4226","05/29/2022","ORCHARD",35000,"May","2022"
"4227","05/30/2022","ORCHARD",53000,"May","2022"
"4228","05/31/2022","ORCHARD",11050,"May","2022"
"4229","05/28/2022","ROCKAWAY",1330,"May","2022"
"4230","05/29/2022","ROCKAWAY",65000,"May","2022"
"4231","05/30/2022","ROCKAWAY",161000,"May","2022"
"4232","05/31/2022","ROCKAWAY",6400,"May","2022"
"4233","05/28/2022","SOUTH BEACH",500,"May","2022"
"4234","05/29/2022","SOUTH BEACH",4100,"May","2022"
"4235","05/30/2022","SOUTH BEACH",9500,"May","2022"
"4236","05/31/2022","SOUTH BEACH",970,"May","2022"
"4237","05/28/2022","WOLFE'S POND",144,"May","2022"
"4238","05/29/2022","WOLFE'S POND",135,"May","2022"
"4239","05/30/2022","WOLFE'S POND",170,"May","2022"
"4240","05/31/2022","WOLFE'S POND",80,"May","2022"
"4241","06/01/2022","CEDAR GROVE",32,"June","2022"
"4242","06/02/2022","CEDAR GROVE",120,"June","2022"
"4243","06/03/2022","CEDAR GROVE",60,"June","2022"
"4244","06/04/2022","CEDAR GROVE",275,"June","2022"
"4245","06/05/2022","CEDAR GROVE",195,"June","2022"
"4246","06/06/2022","CEDAR GROVE",80,"June","2022"
"4247","06/07/2022","CEDAR GROVE",50,"June","2022"
"4248","06/08/2022","CEDAR GROVE",40,"June","2022"
"4249","06/09/2022","CEDAR GROVE",42,"June","2022"
"4250","06/10/2022","CEDAR GROVE",85,"June","2022"
"4251","06/11/2022","CEDAR GROVE",45,"June","2022"
"4252","06/12/2022","CEDAR GROVE",50,"June","2022"
"4253","06/13/2022","CEDAR GROVE",30,"June","2022"
"4254","06/14/2022","CEDAR GROVE",80,"June","2022"
"4255","06/15/2022","CEDAR GROVE",135,"June","2022"
"4256","06/16/2022","CEDAR GROVE",50,"June","2022"
"4257","06/17/2022","CEDAR GROVE",95,"June","2022"
"4258","06/18/2022","CEDAR GROVE",125,"June","2022"
"4259","06/19/2022","CEDAR GROVE",156,"June","2022"
"4260","06/20/2022","CEDAR GROVE",285,"June","2022"
"4261","06/21/2022","CEDAR GROVE",80,"June","2022"
"4262","06/22/2022","CEDAR GROVE",32,"June","2022"
"4263","06/23/2022","CEDAR GROVE",52,"June","2022"
"4264","06/24/2022","CEDAR GROVE",96,"June","2022"
"4265","06/25/2022","CEDAR GROVE",557,"June","2022"
"4266","06/26/2022","CEDAR GROVE",750,"June","2022"
"4267","06/27/2022","CEDAR GROVE",47,"June","2022"
"4268","06/28/2022","CEDAR GROVE",92,"June","2022"
"4269","06/29/2022","CEDAR GROVE",152,"June","2022"
"4270","06/30/2022","CEDAR GROVE",205,"June","2022"
"4271","06/01/2022","CONEY ISLAND",1050,"June","2022"
"4272","06/02/2022","CONEY ISLAND",4850,"June","2022"
"4273","06/03/2022","CONEY ISLAND",2600,"June","2022"
"4274","06/04/2022","CONEY ISLAND",35025,"June","2022"
"4275","06/05/2022","CONEY ISLAND",32900,"June","2022"
"4276","06/06/2022","CONEY ISLAND",19350,"June","2022"
"4277","06/07/2022","CONEY ISLAND",832,"June","2022"
"4278","06/08/2022","CONEY ISLAND",2050,"June","2022"
"4279","06/09/2022","CONEY ISLAND",8350,"June","2022"
"4280","06/10/2022","CONEY ISLAND",20950,"June","2022"
"4281","06/11/2022","CONEY ISLAND",15300,"June","2022"
"4282","06/12/2022","CONEY ISLAND",1975,"June","2022"
"4283","06/13/2022","CONEY ISLAND",8650,"June","2022"
"4284","06/14/2022","CONEY ISLAND",10500,"June","2022"
"4285","06/15/2022","CONEY ISLAND",6110,"June","2022"
"4286","06/16/2022","CONEY ISLAND",450,"June","2022"
"4287","06/17/2022","CONEY ISLAND",42300,"June","2022"
"4288","06/18/2022","CONEY ISLAND",121500,"June","2022"
"4289","06/19/2022","CONEY ISLAND",12725,"June","2022"
"4290","06/20/2022","CONEY ISLAND",22680,"June","2022"
"4291","06/21/2022","CONEY ISLAND",10580,"June","2022"
"4292","06/22/2022","CONEY ISLAND",350,"June","2022"
"4293","06/23/2022","CONEY ISLAND",5150,"June","2022"
"4294","06/24/2022","CONEY ISLAND",13750,"June","2022"
"4295","06/25/2022","CONEY ISLAND",15500,"June","2022"
"4296","06/26/2022","CONEY ISLAND",51000,"June","2022"
"4297","06/27/2022","CONEY ISLAND",875,"June","2022"
"4298","06/28/2022","CONEY ISLAND",5900,"June","2022"
"4299","06/29/2022","CONEY ISLAND",15000,"June","2022"
"4300","06/30/2022","CONEY ISLAND",24500,"June","2022"
"4301","06/01/2022","MANHATTAN",230,"June","2022"
"4302","06/02/2022","MANHATTAN",350,"June","2022"
"4303","06/03/2022","MANHATTAN",300,"June","2022"
"4304","06/04/2022","MANHATTAN",2100,"June","2022"
"4305","06/05/2022","MANHATTAN",2050,"June","2022"
"4306","06/06/2022","MANHATTAN",600,"June","2022"
"4307","06/07/2022","MANHATTAN",120,"June","2022"
"4308","06/08/2022","MANHATTAN",650,"June","2022"
"4309","06/09/2022","MANHATTAN",550,"June","2022"
"4310","06/10/2022","MANHATTAN",750,"June","2022"
"4311","06/11/2022","MANHATTAN",200,"June","2022"
"4312","06/12/2022","MANHATTAN",145,"June","2022"
"4313","06/13/2022","MANHATTAN",600,"June","2022"
"4314","06/14/2022","MANHATTAN",450,"June","2022"
"4315","06/15/2022","MANHATTAN",800,"June","2022"
"4316","06/16/2022","MANHATTAN",200,"June","2022"
"4317","06/17/2022","MANHATTAN",950,"June","2022"
"4318","06/18/2022","MANHATTAN",500,"June","2022"
"4319","06/19/2022","MANHATTAN",625,"June","2022"
"4320","06/20/2022","MANHATTAN",600,"June","2022"
"4321","06/21/2022","MANHATTAN",165,"June","2022"
"4322","06/22/2022","MANHATTAN",220,"June","2022"
"4323","06/23/2022","MANHATTAN",300,"June","2022"
"4324","06/24/2022","MANHATTAN",850,"June","2022"
"4325","06/25/2022","MANHATTAN",9500,"June","2022"
"4326","06/26/2022","MANHATTAN",11500,"June","2022"
"4327","06/27/2022","MANHATTAN",110,"June","2022"
"4328","06/28/2022","MANHATTAN",750,"June","2022"
"4329","06/29/2022","MANHATTAN",2700,"June","2022"
"4330","06/30/2022","MANHATTAN",1150,"June","2022"
"4331","06/01/2022","MIDLAND",455,"June","2022"
"4332","06/02/2022","MIDLAND",495,"June","2022"
"4333","06/03/2022","MIDLAND",425,"June","2022"
"4334","06/04/2022","MIDLAND",5100,"June","2022"
"4335","06/05/2022","MIDLAND",5500,"June","2022"
"4336","06/06/2022","MIDLAND",525,"June","2022"
"4337","06/07/2022","MIDLAND",800,"June","2022"
"4338","06/08/2022","MIDLAND",1325,"June","2022"
"4339","06/09/2022","MIDLAND",570,"June","2022"
"4340","06/10/2022","MIDLAND",650,"June","2022"
"4341","06/11/2022","MIDLAND",2200,"June","2022"
"4342","06/12/2022","MIDLAND",350,"June","2022"
"4343","06/13/2022","MIDLAND",500,"June","2022"
"4344","06/14/2022","MIDLAND",600,"June","2022"
"4345","06/15/2022","MIDLAND",1175,"June","2022"
"4346","06/16/2022","MIDLAND",385,"June","2022"
"4347","06/17/2022","MIDLAND",1200,"June","2022"
"4348","06/18/2022","MIDLAND",2650,"June","2022"
"4349","06/19/2022","MIDLAND",1750,"June","2022"
"4350","06/20/2022","MIDLAND",850,"June","2022"
"4351","06/21/2022","MIDLAND",550,"June","2022"
"4352","06/22/2022","MIDLAND",325,"June","2022"
"4353","06/23/2022","MIDLAND",275,"June","2022"
"4354","06/24/2022","MIDLAND",450,"June","2022"
"4355","06/25/2022","MIDLAND",4400,"June","2022"
"4356","06/26/2022","MIDLAND",5900,"June","2022"
"4357","06/27/2022","MIDLAND",125,"June","2022"
"4358","06/28/2022","MIDLAND",550,"June","2022"
"4359","06/29/2022","MIDLAND",765,"June","2022"
"4360","06/30/2022","MIDLAND",1850,"June","2022"
"4361","06/01/2022","ORCHARD",6000,"June","2022"
"4362","06/02/2022","ORCHARD",900,"June","2022"
"4363","06/03/2022","ORCHARD",1700,"June","2022"
"4364","06/04/2022","ORCHARD",44001,"June","2022"
"4365","06/05/2022","ORCHARD",50000,"June","2022"
"4366","06/06/2022","ORCHARD",2900,"June","2022"
"4367","06/07/2022","ORCHARD",700,"June","2022"
"4368","06/08/2022","ORCHARD",2400,"June","2022"
"4369","06/09/2022","ORCHARD",1000,"June","2022"
"4370","06/10/2022","ORCHARD",1250,"June","2022"
"4371","06/11/2022","ORCHARD",1300,"June","2022"
"4372","06/12/2022","ORCHARD",1100,"June","2022"
"4373","06/13/2022","ORCHARD",2950,"June","2022"
"4374","06/14/2022","ORCHARD",2000,"June","2022"
"4375","06/15/2022","ORCHARD",4600,"June","2022"
"4376","06/16/2022","ORCHARD",350,"June","2022"
"4377","06/17/2022","ORCHARD",6200,"June","2022"
"4378","06/18/2022","ORCHARD",4600,"June","2022"
"4379","06/19/2022","ORCHARD",28800,"June","2022"
"4380","06/20/2022","ORCHARD",17900,"June","2022"
"4381","06/21/2022","ORCHARD",3400,"June","2022"
"4382","06/22/2022","ORCHARD",250,"June","2022"
"4383","06/23/2022","ORCHARD",655,"June","2022"
"4384","06/24/2022","ORCHARD",1700,"June","2022"
"4385","06/25/2022","ORCHARD",45000,"June","2022"
"4386","06/26/2022","ORCHARD",87200,"June","2022"
"4387","06/27/2022","ORCHARD",57,"June","2022"
"4388","06/28/2022","ORCHARD",5700,"June","2022"
"4389","06/29/2022","ORCHARD",31250,"June","2022"
"4390","06/30/2022","ORCHARD",8400,"June","2022"
"4391","06/01/2022","ROCKAWAY",2250,"June","2022"
"4392","06/02/2022","ROCKAWAY",4500,"June","2022"
"4393","06/03/2022","ROCKAWAY",2500,"June","2022"
"4394","06/04/2022","ROCKAWAY",58000,"June","2022"
"4395","06/05/2022","ROCKAWAY",32500,"June","2022"
"4396","06/06/2022","ROCKAWAY",4200,"June","2022"
"4397","06/07/2022","ROCKAWAY",3600,"June","2022"
"4398","06/08/2022","ROCKAWAY",2500,"June","2022"
"4399","06/09/2022","ROCKAWAY",2850,"June","2022"
"4400","06/10/2022","ROCKAWAY",20400,"June","2022"
"4401","06/11/2022","ROCKAWAY",27500,"June","2022"
"4402","06/12/2022","ROCKAWAY",1500,"June","2022"
"4403","06/13/2022","ROCKAWAY",15800,"June","2022"
"4404","06/14/2022","ROCKAWAY",13250,"June","2022"
"4405","06/15/2022","ROCKAWAY",13100,"June","2022"
"4406","06/16/2022","ROCKAWAY",1300,"June","2022"
"4407","06/17/2022","ROCKAWAY",5000,"June","2022"
"4408","06/18/2022","ROCKAWAY",25000,"June","2022"
"4409","06/19/2022","ROCKAWAY",100000,"June","2022"
"4410","06/20/2022","ROCKAWAY",88500,"June","2022"
"4411","06/21/2022","ROCKAWAY",7500,"June","2022"
"4412","06/22/2022","ROCKAWAY",1400,"June","2022"
"4413","06/23/2022","ROCKAWAY",8500,"June","2022"
"4414","06/24/2022","ROCKAWAY",35000,"June","2022"
"4415","06/25/2022","ROCKAWAY",125000,"June","2022"
"4416","06/26/2022","ROCKAWAY",148000,"June","2022"
"4417","06/27/2022","ROCKAWAY",1500,"June","2022"
"4418","06/28/2022","ROCKAWAY",4800,"June","2022"
"4419","06/29/2022","ROCKAWAY",6900,"June","2022"
"4420","06/30/2022","ROCKAWAY",29000,"June","2022"
"4421","06/01/2022","SOUTH BEACH",575,"June","2022"
"4422","06/02/2022","SOUTH BEACH",695,"June","2022"
"4423","06/03/2022","SOUTH BEACH",650,"June","2022"
"4424","06/04/2022","SOUTH BEACH",6100,"June","2022"
"4425","06/05/2022","SOUTH BEACH",5500,"June","2022"
"4426","06/06/2022","SOUTH BEACH",725,"June","2022"
"4427","06/07/2022","SOUTH BEACH",1000,"June","2022"
"4428","06/08/2022","SOUTH BEACH",1350,"June","2022"
"4429","06/09/2022","SOUTH BEACH",710,"June","2022"
"4430","06/10/2022","SOUTH BEACH",825,"June","2022"
"4431","06/11/2022","SOUTH BEACH",2100,"June","2022"
"4432","06/12/2022","SOUTH BEACH",595,"June","2022"
"4433","06/13/2022","SOUTH BEACH",750,"June","2022"
"4434","06/14/2022","SOUTH BEACH",725,"June","2022"
"4435","06/15/2022","SOUTH BEACH",1250,"June","2022"
"4436","06/16/2022","SOUTH BEACH",475,"June","2022"
"4437","06/17/2022","SOUTH BEACH",1650,"June","2022"
"4438","06/18/2022","SOUTH BEACH",3050,"June","2022"
"4439","06/19/2022","SOUTH BEACH",2200,"June","2022"
"4440","06/20/2022","SOUTH BEACH",1100,"June","2022"
"4441","06/21/2022","SOUTH BEACH",800,"June","2022"
"4442","06/22/2022","SOUTH BEACH",350,"June","2022"
"4443","06/23/2022","SOUTH BEACH",425,"June","2022"
"4444","06/24/2022","SOUTH BEACH",575,"June","2022"
"4445","06/25/2022","SOUTH BEACH",5300,"June","2022"
"4446","06/26/2022","SOUTH BEACH",6950,"June","2022"
"4447","06/27/2022","SOUTH BEACH",225,"June","2022"
"4448","06/28/2022","SOUTH BEACH",775,"June","2022"
"4449","06/29/2022","SOUTH BEACH",905,"June","2022"
"4450","06/30/2022","SOUTH BEACH",2425,"June","2022"
"4451","06/01/2022","WOLFE'S POND",16,"June","2022"
"4452","06/02/2022","WOLFE'S POND",67,"June","2022"
"4453","06/03/2022","WOLFE'S POND",73,"June","2022"
"4454","06/04/2022","WOLFE'S POND",255,"June","2022"
"4455","06/05/2022","WOLFE'S POND",90,"June","2022"
"4456","06/06/2022","WOLFE'S POND",55,"June","2022"
"4457","06/07/2022","WOLFE'S POND",35,"June","2022"
"4458","06/08/2022","WOLFE'S POND",88,"June","2022"
"4459","06/09/2022","WOLFE'S POND",79,"June","2022"
"4460","06/10/2022","WOLFE'S POND",80,"June","2022"
"4461","06/11/2022","WOLFE'S POND",43,"June","2022"
"4462","06/12/2022","WOLFE'S POND",4,"June","2022"
"4463","06/13/2022","WOLFE'S POND",30,"June","2022"
"4464","06/14/2022","WOLFE'S POND",81,"June","2022"
"4465","06/15/2022","WOLFE'S POND",90,"June","2022"
"4466","06/16/2022","WOLFE'S POND",51,"June","2022"
"4467","06/17/2022","WOLFE'S POND",108,"June","2022"
"4468","06/18/2022","WOLFE'S POND",145,"June","2022"
"4469","06/19/2022","WOLFE'S POND",140,"June","2022"
"4470","06/20/2022","WOLFE'S POND",70,"June","2022"
"4471","06/21/2022","WOLFE'S POND",25,"June","2022"
"4472","06/22/2022","WOLFE'S POND",8,"June","2022"
"4473","06/23/2022","WOLFE'S POND",101,"June","2022"
"4474","06/24/2022","WOLFE'S POND",122,"June","2022"
"4475","06/25/2022","WOLFE'S POND",180,"June","2022"
"4476","06/26/2022","WOLFE'S POND",230,"June","2022"
"4477","06/27/2022","WOLFE'S POND",10,"June","2022"
"4478","06/28/2022","WOLFE'S POND",111,"June","2022"
"4479","06/29/2022","WOLFE'S POND",80,"June","2022"
"4480","06/30/2022","WOLFE'S POND",163,"June","2022"
"4481","07/01/2022","CEDAR GROVE",325,"July","2022"
"4482","07/02/2022","CEDAR GROVE",135,"July","2022"
"4483","07/03/2022","CEDAR GROVE",495,"July","2022"
"4484","07/04/2022","CEDAR GROVE",510,"July","2022"
"4485","07/05/2022","CEDAR GROVE",87,"July","2022"
"4486","07/06/2022","CEDAR GROVE",362,"July","2022"
"4487","07/07/2022","CEDAR GROVE",115,"July","2022"
"4488","07/08/2022","CEDAR GROVE",120,"July","2022"
"4489","07/09/2022","CEDAR GROVE",592,"July","2022"
"4490","07/10/2022","CEDAR GROVE",782,"July","2022"
"4491","07/11/2022","CEDAR GROVE",100,"July","2022"
"4492","07/12/2022","CEDAR GROVE",405,"July","2022"
"4493","07/13/2022","CEDAR GROVE",370,"July","2022"
"4494","07/14/2022","CEDAR GROVE",355,"July","2022"
"4495","07/15/2022","CEDAR GROVE",140,"July","2022"
"4496","07/16/2022","CEDAR GROVE",140,"July","2022"
"4497","07/17/2022","CEDAR GROVE",500,"July","2022"
"4498","07/18/2022","CEDAR GROVE",375,"July","2022"
"4499","07/19/2022","CEDAR GROVE",297,"July","2022"
"4500","07/20/2022","CEDAR GROVE",272,"July","2022"
"4501","07/21/2022","CEDAR GROVE",140,"July","2022"
"4502","07/22/2022","CEDAR GROVE",290,"July","2022"
"4503","07/23/2022","CEDAR GROVE",675,"July","2022"
"4504","07/24/2022","CEDAR GROVE",260,"July","2022"
"4505","07/25/2022","CEDAR GROVE",88,"July","2022"
